Data, Hora, Temperatura Interna, Temperatura Externa, Temperatura Usuario, Valor Acionamento
7/3/2022, 11:55:36,34.00, 28.59, 25.00, -100
7/3/2022, 11:55:37,33.88, 28.58, 25.00, -100
7/3/2022, 11:55:38,33.88, 28.58, 25.00, -100
7/3/2022, 11:55:40,33.75, 28.58, 25.00, -100
7/3/2022, 11:55:41,33.75, 28.58, 25.00, -100
7/3/2022, 11:55:42,33.62, 28.58, 25.00, -100
7/3/2022, 11:55:44,33.62, 28.58, 25.00, -100
7/3/2022, 11:55:45,33.50, 28.58, 25.00, -100
7/3/2022, 11:55:46,33.50, 28.57, 25.00, -100
7/3/2022, 11:55:47,33.38, 28.57, 25.00, -100
7/3/2022, 11:55:49,33.38, 28.57, 25.00, -100
7/3/2022, 11:55:50,33.25, 28.57, 25.00, -100
7/3/2022, 11:55:51,33.25, 28.57, 25.00, -100
7/3/2022, 11:55:53,33.12, 28.57, 25.00, -100
7/3/2022, 11:55:54,33.12, 28.57, 25.00, -100
7/3/2022, 11:55:55,33.00, 28.56, 25.00, -100
7/3/2022, 11:55:57,33.00, 28.56, 25.00, -100
7/3/2022, 11:55:58,32.88, 28.56, 25.00, -100
7/3/2022, 11:55:59,32.88, 28.56, 25.00, -100
7/3/2022, 11:56:1,32.75, 28.56, 25.00, -100
7/3/2022, 11:56:2,32.75, 28.55, 25.00, -100
7/3/2022, 11:56:3,32.62, 28.55, 25.00, -100
7/3/2022, 11:56:4,32.62, 28.55, 25.00, -100
7/3/2022, 11:56:6,32.50, 28.55, 25.00, -100
7/3/2022, 11:56:7,32.50, 28.55, 25.00, -100
7/3/2022, 11:56:8,32.44, 28.54, 25.00, -100
7/3/2022, 11:56:10,32.44, 28.54, 25.00, -100
7/3/2022, 11:56:11,32.25, 28.54, 25.00, -100
7/3/2022, 11:56:12,32.19, 28.54, 25.00, -100
7/3/2022, 11:56:14,32.19, 28.54, 25.00, -100
7/3/2022, 11:56:15,32.06, 28.54, 25.00, -100
7/3/2022, 11:56:16,32.06, 28.54, 25.00, -100
7/3/2022, 11:56:17,32.00, 28.54, 25.00, -100
7/3/2022, 11:56:19,32.00, 28.53, 25.00, -100
7/3/2022, 11:56:20,31.88, 28.53, 25.00, -100
7/3/2022, 11:56:21,31.88, 28.53, 25.00, -100
7/3/2022, 11:56:23,31.81, 28.53, 25.00, -100
7/3/2022, 11:56:24,31.81, 28.53, 25.00, -100
7/3/2022, 11:56:25,31.69, 28.53, 25.00, -100
7/3/2022, 11:56:27,31.69, 28.52, 25.00, -100
7/3/2022, 11:56:28,31.62, 28.52, 25.00, -100
7/3/2022, 11:56:29,31.62, 28.52, 25.00, -100
7/3/2022, 11:56:31,31.56, 28.52, 25.00, -100
7/3/2022, 11:56:32,31.56, 28.52, 25.00, -100
7/3/2022, 11:56:33,31.44, 28.52, 25.00, -100
7/3/2022, 11:56:34,31.44, 28.52, 25.00, -100
7/3/2022, 11:56:36,31.31, 28.52, 25.00, -100
7/3/2022, 11:56:37,31.31, 28.51, 25.00, -100
7/3/2022, 11:56:38,31.25, 28.51, 25.00, -100
7/3/2022, 11:56:40,31.25, 28.51, 25.00, -100
7/3/2022, 11:56:41,31.19, 28.51, 25.00, -100
7/3/2022, 11:56:42,31.19, 28.51, 25.00, -100
7/3/2022, 11:56:44,31.06, 28.51, 25.00, -100
7/3/2022, 11:56:45,31.06, 28.51, 25.00, -100
7/3/2022, 11:56:46,31.00, 28.51, 25.00, -100
7/3/2022, 11:56:47,31.00, 28.51, 25.00, -100
7/3/2022, 11:56:49,30.88, 28.50, 25.00, -100
7/3/2022, 11:56:50,30.88, 28.50, 25.00, -100
7/3/2022, 11:56:51,30.81, 28.50, 25.00, -100
7/3/2022, 11:56:53,30.81, 28.50, 25.00, -100
7/3/2022, 11:56:54,30.75, 28.50, 25.00, -100
7/3/2022, 11:56:55,30.75, 28.50, 25.00, -100
7/3/2022, 11:56:57,30.69, 28.50, 25.00, -100
7/3/2022, 11:56:58,30.69, 28.50, 25.00, -100
7/3/2022, 11:56:59,30.62, 28.50, 25.00, -100
7/3/2022, 11:57:1,30.62, 28.50, 25.00, -100
7/3/2022, 11:57:2,30.56, 28.49, 25.00, -100
7/3/2022, 11:57:3,30.56, 28.49, 25.00, -100
7/3/2022, 11:57:4,30.56, 28.49, 25.00, -100
7/3/2022, 11:57:6,30.44, 28.49, 25.00, -100
7/3/2022, 11:57:7,30.44, 28.49, 25.00, -100
7/3/2022, 11:57:8,30.44, 28.49, 25.00, -100
7/3/2022, 11:57:10,30.38, 28.49, 25.00, -100
7/3/2022, 11:57:11,30.38, 28.49, 25.00, -100
7/3/2022, 11:57:12,30.38, 28.49, 25.00, -100
7/3/2022, 11:57:14,30.38, 28.49, 25.00, -100
7/3/2022, 11:57:15,30.25, 28.49, 25.00, -100
7/3/2022, 11:57:16,30.25, 28.49, 25.00, -100
7/3/2022, 11:57:18,30.19, 28.49, 25.00, -100
7/3/2022, 11:57:19,30.19, 28.49, 25.00, -100
7/3/2022, 11:57:20,30.19, 28.49, 25.00, -100
7/3/2022, 11:57:22,30.19, 28.48, 25.00, -100
7/3/2022, 11:57:23,30.12, 28.48, 25.00, -100
7/3/2022, 11:57:24,30.12, 28.48, 25.00, -100
7/3/2022, 11:57:25,30.06, 28.48, 25.00, -100
7/3/2022, 11:57:27,30.06, 28.48, 25.00, -100
7/3/2022, 11:57:28,30.00, 28.48, 25.00, -100
7/3/2022, 11:57:29,30.00, 28.48, 25.00, -100
