Data, Hora, Temperatura Interna, Temperatura Externa, Temperatura Usuario, Valor Acionamento
6/3/2022, 17:43:12,40.75, 28.44, 50.00, 100
6/3/2022, 17:43:13,40.75, 28.44, 50.00, 100
6/3/2022, 17:43:14,40.81, 28.44, 50.00, 100
6/3/2022, 17:43:16,40.81, 28.44, 50.00, 100
6/3/2022, 17:43:17,40.88, 28.43, 50.00, 100
6/3/2022, 17:43:18,40.88, 28.43, 50.00, -100
6/3/2022, 17:43:19,40.94, 28.43, 50.00, -100
6/3/2022, 17:43:20,40.94, 28.43, 50.00, 100
6/3/2022, 17:43:21,0, 28.43, 50.00, 100
6/3/2022, 17:43:23,41.00, 28.43, 50.00, 100
6/3/2022, 17:43:24,41.00, 28.43, 50.00, 100
6/3/2022, 17:43:25,41.06, 28.43, 50.00, 100
6/3/2022, 17:43:26,41.06, 28.43, 50.00, 100
6/3/2022, 17:43:27,41.12, 28.43, 50.00, 100
6/3/2022, 17:43:29,41.12, 28.43, 50.00, -100
6/3/2022, 17:43:30,41.19, 28.43, 50.00, -100
6/3/2022, 17:43:31,41.19, 28.43, 50.00, 100
6/3/2022, 17:43:32,0, 28.43, 50.00, 100
6/3/2022, 17:43:33,41.25, 28.43, 50.00, 100
6/3/2022, 17:43:34,41.25, 28.42, 50.00, 100
6/3/2022, 17:43:36,41.31, 28.42, 50.00, 100
6/3/2022, 17:43:37,41.31, 28.42, 50.00, 100
6/3/2022, 17:43:38,41.38, 28.42, 50.00, 100
6/3/2022, 17:43:39,41.38, 28.42, 50.00, -100
6/3/2022, 17:43:40,41.44, 28.42, 50.00, -100
6/3/2022, 17:43:42,41.44, 28.42, 50.00, 100
6/3/2022, 17:43:43,41.50, 28.42, 50.00, 100
6/3/2022, 17:43:44,41.50, 28.42, 50.00, 100
6/3/2022, 17:43:45,0, 28.42, 50.00, 100
6/3/2022, 17:43:46,41.50, 28.42, 50.00, 100
6/3/2022, 17:43:47,41.50, 28.42, 50.00, 100
6/3/2022, 17:43:49,41.56, 28.42, 50.00, 100
6/3/2022, 17:43:50,41.56, 28.42, 50.00, 100
6/3/2022, 17:43:51,41.62, 28.42, 50.00, 100
6/3/2022, 17:43:52,41.62, 28.42, 50.00, -100
6/3/2022, 17:43:53,41.69, 28.42, 50.00, -100
6/3/2022, 17:43:54,41.69, 28.42, 50.00, 100
6/3/2022, 17:43:56,0, 28.42, 50.00, 100
6/3/2022, 17:43:57,41.81, 28.41, 50.00, 100
6/3/2022, 17:43:58,41.81, 28.41, 50.00, 100
6/3/2022, 17:43:59,41.81, 28.41, 50.00, 100
6/3/2022, 17:44:0,41.81, 28.41, 50.00, 100
6/3/2022, 17:44:2,41.94, 28.41, 50.00, -100
6/3/2022, 17:44:3,41.94, 28.41, 50.00, 100
6/3/2022, 17:44:4,42.06, 28.41, 50.00, 100
6/3/2022, 17:44:5,42.06, 28.41, 50.00, 100
6/3/2022, 17:44:6,42.06, 28.41, 50.00, 100
6/3/2022, 17:44:8,42.06, 28.41, 50.00, 100
6/3/2022, 17:44:9,0, 28.41, 50.00, 100
6/3/2022, 17:44:10,42.12, 28.41, 50.00, 100
6/3/2022, 17:44:11,42.12, 28.41, 50.00, 100
6/3/2022, 17:44:12,42.19, 28.41, 50.00, 100
6/3/2022, 17:44:13,42.19, 28.41, 50.00, 100
6/3/2022, 17:44:15,42.25, 28.41, 50.00, 100
6/3/2022, 17:44:16,42.25, 28.41, 50.00, -100
6/3/2022, 17:44:17,42.38, 28.41, 50.00, -100
6/3/2022, 17:44:18,42.38, 28.40, 50.00, 100
6/3/2022, 17:44:19,0, 28.40, 50.00, 100
6/3/2022, 17:44:20,42.44, 28.40, 50.00, 100
6/3/2022, 17:44:22,42.44, 28.40, 50.00, 100
6/3/2022, 17:44:23,42.50, 28.40, 50.00, 100
6/3/2022, 17:44:24,42.50, 28.40, 50.00, 100
6/3/2022, 17:44:25,42.56, 28.40, 50.00, 100
6/3/2022, 17:44:26,42.56, 28.40, 50.00, -100
6/3/2022, 17:44:28,42.56, 28.40, 50.00, -100
6/3/2022, 17:44:29,42.56, 28.40, 50.00, 100
6/3/2022, 17:44:30,0, 28.39, 50.00, 100
6/3/2022, 17:44:31,42.62, 28.39, 50.00, 100
6/3/2022, 17:44:32,42.62, 28.39, 50.00, 100
6/3/2022, 17:44:33,42.62, 28.39, 50.00, 100
6/3/2022, 17:44:35,42.62, 28.39, 50.00, 100
6/3/2022, 17:44:36,42.69, 28.39, 50.00, 100
6/3/2022, 17:44:37,42.69, 28.39, 50.00, 100
6/3/2022, 17:44:38,42.81, 28.38, 50.00, 100
6/3/2022, 17:44:39,42.81, 28.38, 50.00, -100
6/3/2022, 17:44:41,42.88, 28.38, 50.00, -100
6/3/2022, 17:44:42,42.88, 28.38, 50.00, 100
6/3/2022, 17:44:43,0, 28.38, 50.00, 100
6/3/2022, 17:44:44,42.94, 28.38, 50.00, 100
6/3/2022, 17:44:45,42.94, 28.38, 50.00, 100
6/3/2022, 17:44:46,42.94, 28.37, 50.00, 100
6/3/2022, 17:44:48,42.94, 28.37, 50.00, 100
6/3/2022, 17:44:49,43.00, 28.37, 50.00, 100
6/3/2022, 17:44:50,43.00, 28.37, 50.00, -100
6/3/2022, 17:44:51,43.06, 28.37, 50.00, -100
6/3/2022, 17:44:52,43.06, 28.37, 50.00, 100
6/3/2022, 17:44:53,0, 28.36, 50.00, 100
6/3/2022, 17:44:55,43.06, 28.36, 50.00, 100
6/3/2022, 17:44:56,43.06, 28.36, 50.00, 100
6/3/2022, 17:44:57,43.12, 28.36, 50.00, 100
6/3/2022, 17:44:58,43.12, 28.36, 50.00, 100
6/3/2022, 17:44:59,43.19, 28.35, 50.00, 100
6/3/2022, 17:45:1,43.19, 28.35, 50.00, -100
6/3/2022, 17:45:2,43.19, 28.35, 50.00, -100
6/3/2022, 17:45:3,43.19, 28.35, 50.00, 100
6/3/2022, 17:45:4,0, 28.35, 50.00, 100
6/3/2022, 17:45:5,43.25, 28.34, 50.00, 100
6/3/2022, 17:45:6,43.25, 28.34, 50.00, 100
6/3/2022, 17:45:8,43.31, 28.34, 50.00, 100
6/3/2022, 17:45:9,43.31, 28.34, 50.00, 100
6/3/2022, 17:45:10,43.31, 28.34, 50.00, 100
6/3/2022, 17:45:11,43.31, 28.34, 50.00, -100
6/3/2022, 17:45:12,43.38, 28.34, 50.00, 100
6/3/2022, 17:45:14,43.38, 28.34, 50.00, 100
6/3/2022, 17:45:15,43.38, 28.34, 50.00, 100
6/3/2022, 17:45:16,43.38, 28.33, 50.00, 100
6/3/2022, 17:45:17,0, 28.33, 50.00, 100
6/3/2022, 17:45:18,43.44, 28.33, 50.00, 100
6/3/2022, 17:45:19,43.44, 28.33, 50.00, 100
6/3/2022, 17:45:21,43.50, 28.33, 50.00, 100
6/3/2022, 17:45:22,43.50, 28.33, 50.00, 100
6/3/2022, 17:45:23,43.56, 28.33, 50.00, 100
6/3/2022, 17:45:24,43.56, 28.33, 50.00, -100
6/3/2022, 17:45:25,43.56, 28.33, 50.00, -100
6/3/2022, 17:45:26,43.56, 28.33, 50.00, 100
6/3/2022, 17:45:28,0, 28.33, 50.00, 100
6/3/2022, 17:45:29,43.62, 28.33, 50.00, 100
6/3/2022, 17:45:30,43.62, 28.33, 50.00, 100
6/3/2022, 17:45:31,43.62, 28.33, 50.00, 100
6/3/2022, 17:45:32,43.62, 28.33, 50.00, 100
6/3/2022, 17:45:34,43.69, 28.33, 50.00, 100
6/3/2022, 17:45:35,43.69, 28.32, 50.00, -100
6/3/2022, 17:45:36,43.81, 28.32, 50.00, -100
6/3/2022, 17:45:37,43.81, 28.32, 50.00, 100
6/3/2022, 17:45:38,0, 28.32, 50.00, 100
6/3/2022, 17:45:39,43.81, 28.32, 50.00, 100
6/3/2022, 17:45:41,43.81, 28.32, 50.00, 100
6/3/2022, 17:45:42,43.88, 28.32, 50.00, 100
